id,original_filename,tag,group,source,source_url,collected_date
001,"phoenix-v0.9_Abstract_geometric_composition_inspired_by_Piet_Mondrian_balanced_grid_structure-0.jpg",ai_mondrian_1,ai_mon,leonardo_ai,,2026-08-06
002,"phoenix-v0.9_Abstract_geometric_composition_inspired_by_Piet_Mondrian_balanced_grid_structure-1.jpg",ai_mondrian_1,ai_mon,leonardo_ai,,2026-08-06
003,"phoenix-v0.9_Abstract_geometric_composition_inspired_by_Piet_Mondrian_balanced_grid_structure-2.jpg",ai_mondrian_1,ai_mon,leonardo_ai,,2026-08-06
004,"phoenix-v0.9_Abstract_geometric_composition_inspired_by_Piet_Mondrian_balanced_grid_structure-3.jpg",ai_mondrian_1,ai_mon,leonardo_ai,,2026-08-06
005,"phoenix-v0.9_Structured_abstract_artwork_inspired_by_Piet_Mondrian’s_visual_principles_asym-0.jpg",ai_mondrian_2,ai_mon,leonardo_ai,,2026-08-06
006,"phoenix-v0.9_Structured_abstract_artwork_inspired_by_Piet_Mondrian’s_visual_principles_asym-1.jpg",ai_mondrian_2,ai_mon,leonardo_ai,,2026-08-06
007,"phoenix-v0.9_Structured_abstract_artwork_inspired_by_Piet_Mondrian’s_visual_principles_asym-2.jpg",ai_mondrian_2,ai_mon,leonardo_ai,,2026-08-06
008,"phoenix-v0.9_Structured_abstract_artwork_inspired_by_Piet_Mondrian’s_visual_principles_asym-3.jpg",ai_mondrian_2,ai_mon,leonardo_ai,,2026-08-06
009,"phoenix-v0.9_Original_abstract_painting_with_Mondrian-inspired_aesthetics_harmonious_rectangl-0.jpg",ai_mondrian_3,ai_mon,leonardo_ai,,2026-08-06
010,"phoenix-v0.9_Original_abstract_painting_with_Mondrian-inspired_aesthetics_harmonious_rectangl-1.jpg",ai_mondrian_3,ai_mon,leonardo_ai,,2026-08-06
011,"phoenix-v0.9_Original_abstract_painting_with_Mondrian-inspired_aesthetics_harmonious_rectangl-2.jpg",ai_mondrian_3,ai_mon,leonardo_ai,,2026-08-06
012,"phoenix-v0.9_Original_abstract_painting_with_Mondrian-inspired_aesthetics_harmonious_rectangl-3.jpg",ai_mondrian_3,ai_mon,leonardo_ai,,2026-08-06
013,"phoenix-v0.9_Geometric_abstract_composition_inspired_by_Piet_Mondrian_refined_balance_between-0.jpg",ai_mondrian_4,ai_mon,leonardo_ai,,2026-08-06
014,"phoenix-v0.9_Geometric_abstract_composition_inspired_by_Piet_Mondrian_refined_balance_between-1.jpg",ai_mondrian_4,ai_mon,leonardo_ai,,2026-08-06
015,"phoenix-v0.9_Geometric_abstract_composition_inspired_by_Piet_Mondrian_refined_balance_between-2.jpg",ai_mondrian_4,ai_mon,leonardo_ai,,2026-08-06
016,"phoenix-v0.9_Geometric_abstract_composition_inspired_by_Piet_Mondrian_refined_balance_between-3.jpg",ai_mondrian_4,ai_mon,leonardo_ai,,2026-08-06
017,"phoenix-v0.9_Contemporary_abstract_artwork_based_on_Mondrian’s_principles_modular_grid_syst-0.jpg",ai_mondrian_5,ai_mon,leonardo_ai,,2026-08-06
018,"phoenix-v0.9_Contemporary_abstract_artwork_based_on_Mondrian’s_principles_modular_grid_syst-1.jpg",ai_mondrian_5,ai_mon,leonardo_ai,,2026-08-06
019,"phoenix-v0.9_Contemporary_abstract_artwork_based_on_Mondrian’s_principles_modular_grid_syst-2.jpg",ai_mondrian_5,ai_mon,leonardo_ai,,2026-08-06
020,"phoenix-v0.9_Contemporary_abstract_artwork_based_on_Mondrian’s_principles_modular_grid_syst-3.jpg",ai_mondrian_5,ai_mon,leonardo_ai,,2026-08-06
021,"phoenix-v0.9_Abstract_composition_inspired_by_Wassily_Kandinsky_dynamic_arrangement_of_circle-0.jpg",ai_kandinsky_1,ai_kan,leonardo_ai,,2026-08-07
022,"phoenix-v0.9_Abstract_composition_inspired_by_Wassily_Kandinsky_dynamic_arrangement_of_circle-1.jpg",ai_kandinsky_1,ai_kan,leonardo_ai,,2026-08-07
023,"phoenix-v0.9_Abstract_composition_inspired_by_Wassily_Kandinsky_dynamic_arrangement_of_circle-2.jpg",ai_kandinsky_1,ai_kan,leonardo_ai,,2026-08-07
024,"phoenix-v0.9_Abstract_composition_inspired_by_Wassily_Kandinsky_dynamic_arrangement_of_circle-3.jpg",ai_kandinsky_1,ai_kan,leonardo_ai,,2026-08-07
025,"phoenix-v0.9_Original_abstract_artwork_inspired_by_Kandinsky’s_visual_principles_floating_g-0.jpg",ai_kandinsky_2,ai_kan,leonardo_ai,,2026-08-07
026,"phoenix-v0.9_Original_abstract_artwork_inspired_by_Kandinsky’s_visual_principles_floating_g-1.jpg",ai_kandinsky_2,ai_kan,leonardo_ai,,2026-08-07
027,"phoenix-v0.9_Original_abstract_artwork_inspired_by_Kandinsky’s_visual_principles_floating_g-2.jpg",ai_kandinsky_2,ai_kan,leonardo_ai,,2026-08-07
028,"phoenix-v0.9_Original_abstract_artwork_inspired_by_Kandinsky’s_visual_principles_floating_g-1.jpg",ai_kandinsky_2,ai_kan,leonardo_ai,,2026-08-07
029,"phoenix-v0.9_Original_abstract_artwork_inspired_by_Kandinsky’s_visual_principles_floating_g-2.jpg",ai_kandinsky_2,ai_kan,leonardo_ai,,2026-08-07
