id,x,y
1,0.07590860830900491,-0.12681646242424152
2,0.028304750858115228,-0.07246926049327149
3,-0.38973267872530737,0.005973930800292705
4,-0.26863657304269895,0.04251756718527466
5,-0.2841527019571883,1.2412780805229109
6,-1.1108191908330038,1.2218529510639888
7,0.41440122326034645,1.067404950685238
8,0.4637270341766224,0.4464380809229598
9,-0.13708948114271732,-0.02535041147977708
10,-1.0469601139448097,0.2039883424414417
11,-1.6642969590924643,-0.04324511906757419
12,-0.6324817246579996,0.23776719967275892
13,0.9075666858345436,0.3368239346851231
14,0.3738185280501776,0.39341260188411137
15,1.1445720788968419,0.2361608580006084
16,0.4642227066129777,0.36549508553202814
17,1.273521812665468,-0.08747558522677636
18,0.12581070174443748,-0.08810068695528407
19,-0.07106174527207898,-0.060694396762238124
20,1.2516438537171093,0.27890446281570425
21,-2.2671471836929804,-0.056835401992321004
22,-3.111837259684049,0.24124138973837989
23,-2.5262969871356056,-0.06589107312037149
24,-3.517559975333809,-0.07005972134045256
25,0.7635689902920398,0.09649455290909313
26,-0.5943203442714049,0.04164559731235487
27,-0.30054054281795756,-0.13610170412821304
28,-0.5264659949943785,0.03385725394499627
29,-1.2216942352931022,-0.16239952210795064
30,-0.3578333974351734,-0.09645846719736444
31,-2.2299862818979714,0.16228978106586334
32,-2.1090663195960158,-0.11521884762024977
33,-2.520855907705197,-0.15294772599322695
34,-1.5495941824988004,-0.41533495896495326
35,1.1241362285379912,0.06345811343069008
36,1.4795788451672547,0.07073194334972042
37,0.5911195708244844,0.050519777783713485
38,-0.01607100886077313,0.054129418418762724
39,-2.020973983186395,-0.003099954728260293
40,-1.9728766109263427,0.07612752274783793
41,-2.039024030422794,0.024154376928573085
42,-2.1241764238866465,0.0012803979334647746
43,0.4607548435764198,-0.17694924278266166
44,0.7446379593004929,0.13943245946536367
45,0.5240526103902785,0.18742638563303182
46,-0.2143355212765791,-0.05079981644057704
47,0.6188854270173518,0.47335565692000964
48,0.14830405139115704,0.21145654187024315
49,0.7213088298606551,0.11074908110707234
50,0.9207274170180166,0.05613931156876805
51,0.5503267414201638,0.21858617200439043
52,0.6933294330921055,0.09335142703304472
53,0.4448115932496238,-0.01887267370121194
54,-0.12301960427008786,0.12926831220575963
55,1.412183738417082,-0.12643965428140566
56,1.3081467442987644,0.12060621613892201
57,1.6476299419758154,0.22129259405820165
58,1.4038096332491234,0.1785471019225458
59,0.6013769592842406,0.23578509285913932
60,1.2115835923475284,0.043674987195509184
61,0.5676078661029973,-0.007681801727025976
62,1.051911328511045,0.10035180799297036
63,1.1483565137885192,-0.1489124639698371
64,1.7206471281182616,-0.3606736225533242
65,2.5397692791237403,0.03603393097809184
66,2.81954423237886,-0.056414603931452145
67,0.8961655475861486,0.6669885609990693
68,1.4812988327600396,-0.23629567823843495
69,1.4227243835527346,0.03544659504652244
70,1.17886585564835,-0.2143007546617613
71,-0.43925521766553416,-0.0652458173078521
72,-1.2842992155405337,0.007635447693974658
73,-1.18041548501393,-0.17281335239400933
74,-0.6979586169585174,0.14665641778470753
75,2.8301699188532528,0.05565474875068441
76,2.556534503859148,0.01588035572809052
77,1.829139472932737,-0.1831565306856456
78,1.9840065041273551,-0.0340655762575516
79,-0.13896970797652244,0.05047443737934596
80,0.7520987403128269,0.23197806044884595
81,-0.11392803335083491,0.13228196406138956
82,0.46426453757601654,-0.8968960204419582
83,-0.5906813172606757,-0.1966964610100981
84,-2.5916979575272925,-0.04540659800290872
85,-1.1401381904570567,-0.6231551151971191
86,-1.5747458742029523,-0.1030633410908328
87,-1.370849076698015,0.07254602264091696
88,2.1658329330252832,-0.31586522758918667
89,-0.8684450900019801,-0.6040973982748781
90,1.6434125496082839,-0.5373306457162388
91,-2.98458614785086,-0.0025569725397437976
92,-1.6949164828792433,-0.010749671487198263
93,-2.3839013086901044,-0.03868687594732419
94,-2.3542101164992366,0.05483797085883232
95,1.1962631498613279,-0.5680979086289171
96,-0.33635646496521887,-0.012648816453717513
